trial,state,value,param_gamma,param_mu,param_nu,param_rho,param_delta,param_lambda_,param_p_h,attr_train_total_revenue,attr_train_avg_revenue,attr_valid_total_revenue,attr_valid_avg_revenue,attr_pacing_term
126,COMPLETE,97.07648890654212,0.188181724503259,2.6847296608315703,0.3864135648169769,-0.9708581600751403,2.3607886926418193,0.5802210557596408,0.3509877717192465,329167.1983596135,97.53102173618177,81932.55663712155,97.07648890654212,0.659240657739779
127,PRUNED,21.305020110370307,2.04213741930299,-2.9335910423064897,1.0580963930962464,1.1116805519631718,5.71938237346173,2.189908893739175,0.4828570573561394,,,,,
128,PRUNED,34.850830778891634,0.07126800219787535,-1.6392312356501584,2.358578450119123,1.313005061291835,0.3768790072832129,2.79890438415093,-0.7398951141458938,,,,,
129,PRUNED,100.33436510024134,0.08621929536335789,1.0004536987015664,0.28423863331532867,-0.15049468301938473,2.6613241854311136,1.8448199049564158,-0.4175687720714172,,,,,
130,PRUNED,14.042769200960194,2.374149877065123,2.9749065554737553,4.670533640261349,1.6811930794836534,0.4098046668582094,0.9517478857588761,-0.8634537538714184,,,,,
131,PRUNED,41.474397634531016,0.025651299284315546,2.5660861543815425,4.048598469545675,-2.0743802735651826,1.1559026297085382,5.270616696223485,-0.4218049366629172,,,,,
132,PRUNED,20.653326488189954,0.43403108942803703,-2.724148377529877,0.15751217385594618,-1.002561921067443,4.605080882633106,1.0695671746611684,-0.1661673089734117,,,,,
133,PRUNED,87.19306083751599,0.09187791154802975,2.0541392943052785,1.2831786197299562,-0.9707317549924315,1.9685030363476463,0.47109564963679834,-0.13038895576556275,,,,,
134,PRUNED,54.30602005331368,0.03494570750183494,0.9038625482212745,2.532696106887685,-2.226191286592348,2.301287365544008,3.6704753972476123,-0.03168751547547388,,,,,
135,COMPLETE,97.38434123171939,0.022434303680262113,2.4939521711571215,2.3114454374982856,-0.32640391337478286,4.3566979784898505,3.5485028917307604,-0.27647219913834004,329024.04762980435,97.48860670512721,82192.38399957116,97.38434123171939,1.0902416077380865
136,COMPLETE,98.00960602404261,0.04605879455163727,1.6413478882932708,0.21926824921300947,1.1254306357385708,2.1123215500759165,1.0817496095688637,0.13105984163089682,332743.05340642715,98.59053434264509,82720.10748429196,98.00960602404261,1.1474987608864566
137,PRUNED,93.2764263181373,0.08861559401765436,1.165096642082338,1.3093866781749042,-1.9536310338730878,0.2586113963623191,1.124697825130704,0.5030592120979775,,,,,
138,PRUNED,23.923728484013903,0.7188547569836746,0.48580913940247694,5.73743308987095,2.9526971058407474,4.882297034593215,4.098543431167371,-0.5915095168759077,,,,,
139,PRUNED,97.76808977160351,0.029405994457214563,1.9788795050389432,1.5849512633703613,0.23529095337496092,3.98678430003125,3.366027693852926,0.29095580941004573,,,,,
140,PRUNED,93.82399681771035,0.0711901023772635,0.520006989386286,0.1797024999922161,1.5397515025686674,0.2347382133927829,2.20966356183639,-0.20828255678908564,,,,,
141,PRUNED,31.453375939206808,0.21296945177648074,-0.08608617191890391,5.392471596583911,1.3836761647215794,1.2081470929104994,5.042737986609815,-0.9463326955190565,,,,,
142,PRUNED,28.167228631543058,1.1295049164993851,-2.700439763465239,3.5611257293104868,-1.1767660211995843,5.033455832651409,3.3112290686360923,0.6655619624492679,,,,,
143,PRUNED,94.8868087235468,0.02537415427095775,0.8992951178714212,0.015404650848741763,0.35958550901822894,4.193804821776671,2.3606158270376416,0.8677244206494429,,,,,
144,PRUNED,95.055250468057,0.6682608214908948,0.42167979614537465,0.24907685100985266,-2.247796056527925,2.291619511483142,0.3852217085957591,-0.14081402735803528,,,,,
145,PRUNED,96.83728785893112,0.028569642467465746,1.9372764297676954,1.061743469523146,-1.3251304338831227,4.141362725874021,0.1967714466745808,0.37685864499660504,,,,,
146,COMPLETE,98.95460195312326,0.4075644540205337,2.944410255278533,1.206212165039223,0.3940276989584415,3.1226182750588745,1.11207175242922,0.16520058512732994,332812.54751079367,98.61112518838331,83517.68404843603,98.95460195312326,1.06509360642431
147,PRUNED,35.333896859462286,0.2855739326279812,-2.4234124097845378,4.920129391378263,1.349412095445641,2.702341637664892,2.6344806274237293,0.7000090078614731,,,,,
148,PRUNED,91.86198023725782,0.035996810806631904,2.8203049397906486,1.6101132541150514,-1.179371561666471,3.176032505637025,0.002473683846400232,-0.2394522907443097,,,,,
149,COMPLETE,97.81188375475138,0.2958434416528757,2.130934842052881,1.697859225351628,0.5760285196973957,3.8624338360591324,0.3437641190522944,0.1649688163996402,329743.76826036774,97.70185726233119,82553.22988901017,97.81188375475138,1.0950267431069163
150,PRUNED,97.18344806944248,0.3127178501017279,2.970484342836654,1.59442757628243,0.07791649336152087,2.846728561112979,0.019664621682446537,0.18697148142078615,,,,,
151,PRUNED,100.08033951029243,0.9220909553570639,2.4570142577854557,1.4648494938531578,1.6384669076937766,4.1835550819089296,1.589357664901522,-0.056964596211109775,,,,,
152,COMPLETE,98.33674195345331,0.34317141635085263,2.9440061165355256,1.4254002745443464,1.2276088855017397,3.5073921730057247,1.9294245965000383,0.16655002785930612,330913.58668772544,98.04847012969643,82996.21020871459,98.33674195345331,1.2044582940806465
153,PRUNED,95.77678666889146,1.6474855406620006,2.213270068349557,1.070962740099835,-0.00730347396602804,2.5436889303097945,2.2137305556812135,0.1835236890815686,,,,,
154,PRUNED,45.424839297423276,0.5284428719476764,-0.8806792097698725,5.410147005500649,-0.7050011773490299,5.9921248257895225,5.5608349778005595,0.3038584395669085,,,,,
155,PRUNED,49.06892291675065,0.014589672314426478,2.0098627814788994,3.1452180080315504,2.3916048060549975,3.9662177818711895,0.4409406705393556,0.4541111635974492,,,,,
156,COMPLETE,98.73227504376291,0.041831609926361445,1.2508122093525542,0.7079180506162367,2.046260426568494,3.2678159373586757,1.1746751999217269,0.34099098068602346,333181.15439663123,98.7203420434463,83330.0401369359,98.73227504376291,1.6977563495945915
157,PRUNED,91.67844934243942,0.053075693277009735,0.07269953128400397,0.8592547131714257,1.7593929629571314,2.989607790829105,1.9994621806477988,-0.060708617497613776,,,,,
158,PRUNED,95.96542794334792,0.037320987539676886,1.3212581789694773,0.6187103546802947,1.0830989120205268,2.122557415493991,2.4566371777893545,0.8802842634710474,,,,,
159,COMPLETE,97.64655348280198,0.445727635131684,2.9147931944391936,1.8869709533134669,-0.054195302449446925,3.5231998154286885,1.8170255613024713,-0.33462975905339115,329479.06518991926,97.62342672293904,82413.69113948487,97.64655348280198,1.0181353610004842
160,PRUNED,97.88782818043644,0.06160957021183526,0.5644266719362562,0.8915054382802678,2.0663031489977066,3.592890430956916,0.21994161014982172,0.33739830185139835,,,,,
161,PRUNED,46.90452075168601,0.3455624620795861,1.1970662389379063,1.7246263554289365,1.6356876158729172,1.4108063494958136,4.199729658448299,0.3977321590524463,,,,,
162,COMPLETE,97.96022017808032,0.08000625726827258,2.7549270762326694,0.5834093698136649,-0.6860869128159142,3.259309472351076,1.0794631738169376,0.04855015528431953,331633.04061493935,98.26164166368574,82678.42583029979,97.96022017808032,0.9666903738442479
163,PRUNED,98.3695734383938,0.03966955713385821,1.5415012537542914,0.9254343210787921,2.6972227805924436,3.6318530805766285,1.8255753505922514,0.3333340698738098,,,,,
164,COMPLETE,99.00170011652463,0.2527630686804319,2.2564627243162727,0.8055199737547509,0.765599939431825,2.444301617896616,1.2955938352683236,0.013870700947767968,332964.999502174,98.6562961487923,83557.4348983468,99.00170011652463,1.0106194078054882
165,PRUNED,82.03612083591551,0.1001860686425393,1.4205893845962791,1.019735285853859,0.3517716275706739,1.2452151668374045,1.4678261869511269,0.24505203975805362,,,,,
166,PRUNED,73.71489303368075,0.4521807332951916,2.5605652549541666,3.1819952876483497,1.0549856484463929,4.161131483715667,2.2637704974072843,0.3461038496400677,,,,,
167,COMPLETE,97.3572329438737,0.4744213439012856,2.7508241401075377,0.23691852314633943,0.7515368740887514,1.989080846043566,1.2488562655600373,0.0701728297331089,330480.4932114905,97.92014613673793,82169.5046046294,97.3572329438737,1.052737469103583
168,PRUNED,95.96136053769372,0.12955369171129116,2.2869765044436976,1.6525486324492407,0.43373562486547523,3.1215633842939567,2.0522738090629704,0.5038784133388494,,,,,
169,PRUNED,96.9472575460551,0.0525913626825104,2.7180998129391507,2.1903290317957946,0.6339263272569117,4.649851429350547,1.9507273816236423,0.5822511203153787,,,,,
170,PRUNED,98.14190623512323,0.06732299645220231,2.1386119738435636,1.7591897321868892,1.4532861488536706,1.21784963739215,1.8074043170878111,-0.5463073171583539,,,,,
171,COMPLETE,98.32467301151411,0.25534541522863696,2.791804063769732,1.0593404004631912,0.718070633181257,3.1897554068975165,1.3961021157148275,-0.13773965381471615,331728.9566630123,98.29006123348512,82986.02402171791,98.32467301151411,0.9010931995710997
172,COMPLETE,97.28027427813119,0.40119973319852165,2.766774815125963,1.3224625442000109,-0.8309554632861829,4.534830091595163,2.530007191804439,0.20941173375186495,330092.3385324209,97.80513734293953,82104.55149074273,97.28027427813119,0.8259881757626563
173,PRUNED,97.33849580850661,0.1558412109989061,2.5498514955946567,1.4574734501582802,0.499109559295223,2.8711684209279644,1.319378721251908,0.173856202826486,,,,,
174,PRUNED,41.832665824966526,0.05952777803725991,2.775950663625195,1.4956198434240862,2.296262485908514,1.5594555508810495,2.110826236301669,0.5676725107752724,,,,,
175,PRUNED,92.27056018893666,0.2540883332981888,1.2075238006038211,1.0539181953946082,-0.11912607583288182,1.4008893349370801,1.7462750063773858,-0.10292302538826553,,,,,
176,PRUNED,90.20777671603415,0.13061846773464986,1.9680113661248084,0.3584685626651738,1.1333404221807046,3.627191148449605,0.9387614014721278,-0.7076894981369284,,,,,
177,PRUNED,27.94070093239532,0.5505119055483108,-2.861390558653869,0.0385556335884516,2.829969727248421,4.138113772481214,4.023005872488533,-0.30961734778853767,,,,,
178,PRUNED,97.00300180789719,0.17661170671791487,2.7090001206895424,1.0501544511856933,1.882173448741151,2.614557125565396,1.393360523190332,0.08161327516550035,,,,,
179,COMPLETE,98.06617310925024,0.2969103439883521,2.52879974615079,0.7095095092706283,0.03127369668112562,3.75363173006976,1.4608667714297447,0.038424899164309224,331114.35536395025,98.10795714487415,82767.8501042072,98.06617310925024,1.0012016886414674
180,PRUNED,98.26258942750833,0.13511911925277553,1.2270570839653705,1.4165370707549676,-1.0624727778186283,1.9736972365575398,3.5094641473182673,0.302952539384833,,,,,
181,PRUNED,100.51979388348002,0.15782510750496836,1.3986190147185273,1.3736966209681767,0.7581955027526899,4.323441261861265,1.8904896424177968,0.01825906528459355,,,,,
182,PRUNED,87.89748650983387,0.07714845903913324,2.745639665904129,0.9398529938477342,-0.41184950208945015,1.7333212172345842,1.4553932132580345,-0.26714454698638446,,,,,
183,COMPLETE,99.04232536930174,0.3975589349371097,2.479759420632932,1.0754618457319196,1.441471726404455,3.2113488360814446,1.0934951313941168,0.16566725187888579,332835.0667929255,98.61779756827423,83591.72261169067,99.04232536930174,1.2388046595745392
184,PRUNED,19.417113196720766,0.024419073442956487,-2.5071705794701753,0.9262842356467811,-1.5873844125648824,4.176879641831843,4.1739829953624366,-0.7171532457466325,,,,,
185,PRUNED,98.09134011314134,0.5041028180071168,1.8743234649407923,1.441082480534971,0.9702167122397154,3.0305289515320646,2.6115381940162954,-0.1131395825229643,,,,,
186,COMPLETE,97.43024668081941,0.6042548511332613,2.949416054090502,0.7211912200651768,2.1494239995654874,2.9490202033954604,0.5349543199652217,-0.10675766696065528,329410.5448785302,97.6031244084534,82231.12819861158,97.43024668081941,0.770532508497148
187,COMPLETE,98.2859756046793,0.2649333554132629,2.5275131731284612,0.813841082717853,1.042665722037224,2.866871203865413,0.12198439855587928,-0.04097186469332255,331290.4152767899,98.1601230449748,82953.36341034932,98.2859756046793,0.9572800411163254
188,PRUNED,64.27091400699616,0.41077763035369147,2.998525604872005,2.7349835294882485,2.524908085914057,3.5631795915123208,1.2548999121229971,0.20019754465696957,,,,,
189,PRUNED,100.58132016752407,0.26125885634682133,2.351237501560996,0.41227748530901537,1.7116215751977788,3.3910530526416256,0.24476695727617687,-0.12751560958375835,,,,,
190,PRUNED,98.34111663657501,0.027903967207671937,2.672804552239521,0.00022250909658227958,2.3747648587378873,5.311752263831252,1.1971366642139378,0.20520095649990253,,,,,
191,PRUNED,97.91530731118758,0.03435846518956072,1.8825480621365789,1.660146645886356,0.6089680142295888,3.7176100999878194,0.2964338288250715,-0.06492157304217717,,,,,
192,PRUNED,28.336545658471533,0.050764055424379166,-1.4067941121217484,0.043908330850075394,0.24500897716243192,5.527336069355611,3.7502890561272975,0.013778110795455108,,,,,
193,PRUNED,103.53244004160322,0.3286883602984992,0.6792470884525477,0.5162505076942366,1.104365995741917,1.7474753495663276,0.06774156759508443,0.04566970780140572,,,,,
194,PRUNED,40.16914837029581,0.017501906904801516,-1.140129967761813,5.483806496550645,-0.01610821400559841,1.9165854356033796,5.696615689910099,0.2842368253314922,,,,,
195,COMPLETE,98.18243341179878,0.23249184388137323,2.941836511229804,1.3632677597491678,1.9642769548022996,3.877568187160795,2.9108071765994774,-0.015323420342083893,331310.6060410542,98.16610549364569,82865.97379955817,98.18243341179878,0.9699005585532958
196,COMPLETE,97.50611174506001,0.1420578443546739,2.6102881660665136,1.9237365982827757,2.1494851527454575,2.6962986841810856,3.4890751762688725,-0.09986396432710566,329588.4991987432,97.65585161444243,82295.15831283065,97.50611174506001,0.7853438913845844
197,PRUNED,45.074679415515575,0.5016391178451628,2.7672598000628064,2.424469986610198,0.6995181678824545,1.7738464670846414,2.132713111664313,0.24600654402466715,,,,,
198,COMPLETE,97.83204008946178,0.6137068230703872,2.8228568402258265,1.114480420121415,0.918777105330305,3.706713138550288,3.0043516512910724,0.014794151832465519,330398.49985030753,97.89585180749853,82570.24183550575,97.83204008946178,1.0135925279964497
199,PRUNED,95.22118822261126,0.29442348812469,2.9775707115533128,0.7775030607330178,0.5443360931132675,2.5618473829705057,0.16355979812716692,0.7580835230979915,,,,,
