epoch,step,train/cat_loss,train/loss,train/nan_count,train/num_loss
0,0,0.7261790633201599,7.523489952087402,1688.0,6.797310829162598
0,1,0.7195725440979004,7.20561408996582,1689.0,6.48604154586792
0,2,0.7111924290657043,7.20015287399292,1811.0,6.488960266113281
0,3,0.7027340531349182,7.148725986480713,1718.0,6.4459919929504395
0,4,0.6942560076713562,6.940520763397217,1708.0,6.246264934539795
0,5,0.6872110962867737,6.596916675567627,1701.0,5.909705638885498
0,6,0.6779091954231262,6.733129501342773,1716.0,6.055220127105713
