epoch,step,train/cat_loss,train/loss,train/nan_count,train/num_loss,val/cat_loss,val/loss,val/nan_count,val/num_loss
0,0,0.7195949554443359,7.477495193481445,855.0,6.757900238037109,,,,
0,1,0.6753836274147034,6.774392127990723,849.0,6.099008560180664,,,,
0,2,0.6359807252883911,5.802993297576904,886.0,5.167012691497803,,,,
0,3,0.6003260612487793,5.033100128173828,871.0,4.432774066925049,,,,
0,4,0.5651193857192993,4.891505241394043,868.0,4.326385974884033,,,,
0,5,0.5331189036369324,4.247940540313721,881.0,3.7148218154907227,,,,
0,6,0.5028209686279297,3.9345703125,909.0,3.4317493438720703,,,,
0,7,0.4764237403869629,3.671560764312744,827.0,3.1951370239257812,,,,
0,8,0.45189619064331055,3.3115482330322266,926.0,2.859652042388916,,,,
0,9,0.42989659309387207,3.403571605682373,856.0,2.973675012588501,,,,
0,10,0.41734784841537476,2.852576494216919,887.0,2.4352285861968994,,,,
0,11,0.4104759693145752,2.522500991821289,876.0,2.112025022506714,,,,
0,12,0.38951534032821655,2.572692632675171,881.0,2.1831772327423096,,,,
0,13,0.3737698197364807,2.4244816303253174,923.0,2.0507118701934814,,,,
0,14,0.3679470717906952,2.0201122760772705,854.0,1.652165174484253,,,,
0,15,0.34986254572868347,2.117648124694824,921.0,1.7677855491638184,,,,
0,16,0.35327470302581787,1.8842077255249023,878.0,1.5309330224990845,,,,
0,17,0.3396145701408386,1.682723045349121,805.0,1.3431084156036377,,,,
0,18,0.32294905185699463,1.5668857097625732,889.0,1.2439366579055786,,,,
0,19,0.3177821934223175,1.5369669198989868,874.0,1.2191847562789917,,,,
0,20,0.3126767575740814,1.3828049898147583,879.0,1.0701282024383545,,,,
0,21,0.3078279197216034,1.2347654104232788,864.0,0.926937460899353,,,,
0,22,0.312145859003067,1.272076964378357,803.0,0.9599311351776123,,,,
0,23,0.30269289016723633,1.0697739124298096,854.0,0.767081081867218,,,,
0,24,0.2975102961063385,1.0226635932922363,883.0,0.7251532673835754,,,,
0,25,0.28698262572288513,0.9861066341400146,862.0,0.6991239786148071,,,,
0,26,0.2872374653816223,0.8979160189628601,882.0,0.6106785535812378,,,,
0,27,0.2854473888874054,0.856229305267334,894.0,0.5707818865776062,,,,
0,28,0.2804678678512573,0.7905265688896179,873.0,0.5100587010383606,,,,
0,29,0.262640118598938,0.7500391006469727,893.0,0.48739901185035706,,,,
0,30,0.2710891664028168,0.7134387493133545,876.0,0.44234955310821533,,,,
0,31,0.27163636684417725,0.6674545407295227,862.0,0.39581817388534546,,,,
0,32,0.2540070116519928,0.6689716577529907,853.0,0.4149646461009979,,,,
0,33,0.2567143440246582,0.6504137516021729,912.0,0.39369937777519226,,,,
0,34,0.24489843845367432,0.6269954442977905,828.0,0.3820969760417938,,,,
0,35,0.2536836564540863,0.591795802116394,862.0,0.33811211585998535,,,,
0,36,0.24224700033664703,0.5703214406967163,882.0,0.32807445526123047,,,,
0,37,0.24130818247795105,0.5514153242111206,852.0,0.31010714173316956,,,,
0,38,0.24414916336536407,0.5284038186073303,879.0,0.28425464034080505,,,,
0,39,0.23775126039981842,0.5413477420806885,779.0,0.30359646677970886,,,,
0,40,0.22752034664154053,0.4837048351764679,923.0,0.25618448853492737,,,,
0,41,0.23893682658672333,0.5127073526382446,904.0,0.2737705409526825,,,,
0,42,0.23289425671100616,0.5154887437820435,921.0,0.2825945019721985,,,,
0,43,0.23840339481830597,0.5312360525131226,849.0,0.2928326725959778,,,,
0,44,0.23098042607307434,0.5066323280334473,924.0,0.2756519317626953,,,,
0,45,0.22046242654323578,0.479009211063385,872.0,0.2585467994213104,,,,
