epoch,step,train/cat_loss,train/loss,train/nan_count,train/num_loss,val/cat_loss,val/loss,val/nan_count,val/num_loss
0,0,0.7190341949462891,7.5328288078308105,859.0,6.8137946128845215,,,,
0,1,0.7013394236564636,7.039380073547363,830.0,6.338040828704834,,,,
0,2,0.6853005886077881,6.827431678771973,811.0,6.1421308517456055,,,,
0,3,0.6702454686164856,6.046004772186279,877.0,5.375759124755859,,,,
0,4,0.654914379119873,5.986801624298096,923.0,5.331887245178223,,,,
0,5,0.639290452003479,6.058248043060303,887.0,5.418957710266113,,,,
0,6,0.6248347163200378,5.765402317047119,884.0,5.140567779541016,,,,
0,7,0.6112138032913208,5.544111728668213,837.0,4.932898044586182,,,,
0,8,0.5962145924568176,5.141538619995117,842.0,4.545323848724365,,,,
0,9,0.5822477340698242,5.253537654876709,865.0,4.671289920806885,,,,
0,10,0.5716047286987305,4.69627046585083,862.0,4.1246657371521,,,,
0,11,0.5569217801094055,4.5880045890808105,838.0,4.031082630157471,,,,
0,12,0.5431617498397827,4.754462242126465,881.0,4.211300373077393,,,,
0,13,0.5318632125854492,4.337940692901611,837.0,3.806077480316162,,,,
0,14,0.5214512348175049,4.299419403076172,878.0,3.777968406677246,,,,
0,15,0.5116726756095886,4.115741729736328,914.0,3.604069232940674,,,,
0,16,0.5002477169036865,4.051896095275879,869.0,3.5516486167907715,,,,
0,17,0.48922306299209595,3.853614330291748,861.0,3.364391326904297,,,,
0,18,0.48553112149238586,3.6107866764068604,911.0,3.125255584716797,,,,
0,19,0.4721786081790924,3.274087429046631,847.0,2.8019087314605713,,,,
0,20,0.4656992554664612,3.562246322631836,876.0,3.0965471267700195,,,,
0,21,0.4537832736968994,3.2973947525024414,907.0,2.843611478805542,,,,
0,22,0.4447290599346161,3.2256219387054443,872.0,2.780892848968506,,,,
0,23,0.44254347681999207,3.1406192779541016,912.0,2.698075771331787,,,,
0,24,0.4322848320007324,2.9957962036132812,855.0,2.563511371612549,,,,
0,25,0.42928552627563477,2.9053168296813965,870.0,2.4760313034057617,,,,
0,26,0.41851532459259033,2.7712793350219727,874.0,2.352764129638672,,,,
0,27,0.4118077754974365,2.8079581260681152,833.0,2.3961503505706787,,,,
0,28,0.4058153033256531,2.728020191192627,888.0,2.322204828262329,,,,
0,29,0.40486955642700195,2.4165194034576416,866.0,2.0116498470306396,,,,
0,30,0.3961750268936157,2.485431671142578,807.0,2.089256763458252,,,,
0,31,0.3991449773311615,2.3063762187957764,922.0,1.9072312116622925,,,,
0,32,0.3832491934299469,2.3959856033325195,894.0,2.0127363204956055,,,,
0,33,0.3867085874080658,2.135458469390869,863.0,1.7487499713897705,,,,
0,34,0.3781479597091675,2.0555520057678223,916.0,1.6774040460586548,,,,
0,35,0.3770544230937958,2.006627082824707,881.0,1.6295726299285889,,,,
0,36,0.36538606882095337,2.1330971717834473,876.0,1.7677110433578491,,,,
0,37,0.3652670681476593,1.9149913787841797,918.0,1.5497243404388428,,,,
0,38,0.3626798689365387,1.8445312976837158,903.0,1.4818514585494995,,,,
0,39,0.36606907844543457,1.6777592897415161,846.0,1.3116902112960815,,,,
0,40,0.3566489815711975,1.8437068462371826,883.0,1.4870579242706299,,,,
0,41,0.35556119680404663,1.90278959274292,857.0,1.5472283363342285,,,,
0,42,0.35699737071990967,1.5988134145736694,824.0,1.2418160438537598,,,,
0,43,0.3525148630142212,1.7043712139129639,884.0,1.3518563508987427,,,,
0,44,0.3431779444217682,1.7348123788833618,862.0,1.391634464263916,,,,
0,45,0.3395024240016937,1.6193734407424927,878.0,1.2798709869384766,,,,
0,46,0.3378238081932068,1.5089144706726074,899.0,1.1710907220840454,,,,
0,47,0.3409792184829712,1.4681634902954102,863.0,1.127184271812439,,,,
0,48,0.33238521218299866,1.5796332359313965,914.0,1.2472480535507202,,,,
0,49,0.3261573314666748,1.601981520652771,869.0,1.2758241891860962,,,,
0,50,0.3292972445487976,1.3792166709899902,919.0,1.0499194860458374,,,,
0,51,0.327364444732666,1.3400492668151855,930.0,1.0126848220825195,,,,
0,52,0.332006573677063,1.2080776691436768,850.0,0.8760710954666138,,,,
0,53,0.31520214676856995,1.366851806640625,852.0,1.0516496896743774,,,,
0,54,0.3263605535030365,1.2673438787460327,889.0,0.9409832954406738,,,,
0,55,0.3169359266757965,1.1011312007904053,820.0,0.7841953039169312,,,,
0,55,,,,,0.4558447599411011,1.108143925666809,494.3002014160156,0.6522992849349976
1,56,0.31824371218681335,1.079894781112671,899.0,0.7616510987281799,,,,
1,57,0.3136134743690491,1.1914968490600586,859.0,0.8778834342956543,,,,
1,58,0.312566876411438,1.0679433345794678,872.0,0.755376398563385,,,,
1,59,0.3215884268283844,0.9747836589813232,910.0,0.6531952023506165,,,,
1,60,0.30939292907714844,0.99250727891922,818.0,0.6831143498420715,,,,
1,61,0.30846449732780457,0.9914079904556274,870.0,0.6829435229301453,,,,
1,62,0.30692771077156067,0.9275720119476318,866.0,0.6206443309783936,,,,
1,63,0.3053235709667206,0.8888500928878784,871.0,0.5835264921188354,,,,
1,64,0.30213284492492676,0.9346718788146973,872.0,0.6325390338897705,,,,
1,65,0.2971608638763428,0.9052879214286804,927.0,0.6081270575523376,,,,
1,66,0.30860263109207153,0.9010513424873352,866.0,0.5924487113952637,,,,
